id,listing_id_overlap,comments,review_scores_rating
137,15230,"I stayed there a week and the place was great; lots of beautiful patio space to roam, do yoga...etc. Perfect location if you love the greater outdoors as its right next to trails, outdoor swimming etc. Just gorgeous. Plus close to downtown, maybe ten bucks tops for a cab.

The hosts were very accomodating, just really sweet. We did yoga together an 1they also set up a reservation at a nice place on a budget. i had a great time. 

The bedroom is under a loft but there's a lot of light, and curtains for privacy.  Tons of storage! there are two twin beds above the loft so a group of friends who want to stick together could rent out the whole room, easy - share the bathroom and have a back entrance patio without disturbing anyone- which i would highly recommend. Good price too.

 It could be possibly ackward with the bathroom door lock being none existent but i didnt have a problem as a girl and the other one did have one. The place has everything you need, I even saw ear plugs on the table lol. I will definately keep in touch. Met really great people to network with in the future. Five Stars!",88
138,15333,"Super chill, comfortable, you def get what you expect, a nice clean safe place to rest up.",100
139,15440,Brett was very accommodating and flexible when it came to our arrival time and made it as easy as possible for us to get settled in. The house was clean and had everything he promised. I would definitely recommend Brett and this listing to my friends. ,99
140,15491,"Our stay here was just right! Great location. The backyard is gorgeous and tranquil and the room is spacious. Although the whole studio is only one room and there is no proper wall between the bedroom and bathroom, the bathroom still feels private enough. Stayed here during ACL and the studio just made the experience perfect.",90
141,15493,"Our 1 night stay was perfect. Everything we needed had been considered and was waiting for us. The beds were comfortable, and there was coffee. Our kind hosts felt accessible and at the same time mindful of our privacy. We look forward to staying with them again.",81
142,15509,"Great location for enjoying downtown Austin!  Cozy, fun place to relax!",73
143,15700,"Absolutely love this space - it's beautiful, comfortable, private, surrounded by nature, and so convenient to anywhere you want to get in Austin. Elizabeth is an organized, gracious, considerate hostess who instantly made me feel comfortable in her space, yet at the same time fully respected my privacy (the space is separate from the main house, but if I had questions about anything she was just a text away!) Will definitely stay here again the next time I'm in Austin!",95
144,15944,"This place was perfect! Excellent location, clean and comfy space, amazing breakfast. It was very private, with your own key and separate entrance. I recommend taking a walk to the Austin Brewing Company beer garden when you arrive, so you can stroll through their cute neighborhood and enjoy some great beer.  And Jessie and Kevin are awesome hosts; we can't wait to go back!",97
145,16580,Pixie was a lovely host. His accommodations were clean and comfortable and I enjoyed leafing through his cookbooks. I felt right at home for my 3 night stay. His other rave reviews are spot on!,94
146,16595,"This is what airbnb should feel like... A friend hosting you for a few days. Lovely home,  well located, and a great host. Thanks for having me!",92
147,16688,ok wow you want a place to that has it all stay here - host was awesome - we didnt have anything to drink and one of our guest lost his luggage - i didnt see the note the owner left that basically said we could use anything in the house including toiletries and the BAR - great location nice place and very very quite - would recommend to anyone - thanks again,96
